Date,County,Count,Deaths
3/11/2020,Suffolk,19,
3/11/2020,Unknown,0,
3/11/2020,Worcester,1,
3/12/2020,Barnstable,0,
3/12/2020,Berkshire,9,
3/12/2020,Bristol,0,
3/12/2020,Dukes,0,
3/12/2020,Essex,2,
3/12/2020,Franklin,0,
3/12/2020,Hampden,0,
3/12/2020,Hampshire,0,
3/12/2020,Middlesex,49,
3/12/2020,Nantucket,0,
3/12/2020,Norfolk,24,
3/12/2020,Plymouth,0,
3/12/2020,Suffolk,22,
3/12/2020,Unknown,1,
3/12/2020,Worcester,1,
3/13/2020,Barnstable,0,
3/13/2020,Berkshire,9,
3/13/2020,Bristol,0,
3/13/2020,Dukes,0,
3/13/2020,Essex,2,
3/13/2020,Franklin,0,
3/13/2020,Hampden,0,
3/13/2020,Hampshire,0,
3/13/2020,Middlesex,60,
3/13/2020,Nantucket,0,
3/13/2020,Norfolk,24,
3/13/2020,Plymouth,0,
3/13/2020,Suffolk,26,
3/13/2020,Unknown,0,
3/13/2020,Worcester,2,
3/14/2020,Barnstable,1,
3/14/2020,Berkshire,9,
3/14/2020,Bristol,1,
3/14/2020,Dukes,0,
3/14/2020,Essex,5,
3/14/2020,Franklin,0,
3/14/2020,Hampden,0,
3/14/2020,Hampshire,0,
3/14/2020,Middlesex,65,
3/14/2020,Nantucket,0,
3/14/2020,Norfolk,28,
3/14/2020,Plymouth,0,
3/14/2020,Suffolk,27,
3/14/2020,Unknown,0,
3/14/2020,Worcester,2,
3/15/2020,Barnstable,1,
3/15/2020,Berkshire,9,
3/15/2020,Bristol,1,
3/15/2020,Dukes,0,
3/15/2020,Essex,6,
3/15/2020,Franklin,0,
3/15/2020,Hampden,1,
3/15/2020,Hampshire,0,
3/15/2020,Middlesex,75,
3/15/2020,Nantucket,0,
3/15/2020,Norfolk,31,
3/15/2020,Plymouth,1,
3/15/2020,Suffolk,31,
3/15/2020,Unknown,2,
3/15/2020,Worcester,6,
3/16/2020,Barnstable,1,
3/16/2020,Berkshire,11,
3/16/2020,Bristol,2,
3/16/2020,Dukes,0,
3/16/2020,Essex,8,
3/16/2020,Franklin,0,
3/16/2020,Hampden,1,
3/16/2020,Hampshire,0,
3/16/2020,Middlesex,83,
3/16/2020,Nantucket,0,
3/16/2020,Norfolk,36,
3/16/2020,Plymouth,3,
3/16/2020,Suffolk,36,
3/16/2020,Unknown,10,
3/16/2020,Worcester,6,
3/17/2020,Barnstable,2,
3/17/2020,Berkshire,14,
3/17/2020,Bristol,5,
3/17/2020,Dukes,0,
3/17/2020,Essex,8,
3/17/2020,Franklin,0,
3/17/2020,Hampden,1,
3/17/2020,Hampshire,0,
3/17/2020,Middlesex,89,
3/17/2020,Nantucket,0,
3/17/2020,Norfolk,43,
3/17/2020,Plymouth,5,
3/17/2020,Suffolk,42,
3/17/2020,Unknown,1,
3/17/2020,Worcester,8,
3/18/2020,Barnstable,2,
3/18/2020,Berkshire,17,
3/18/2020,Bristol,5,
3/18/2020,Dukes,0,
3/18/2020,Essex,14,
3/18/2020,Franklin,1,
3/18/2020,Hampden,2,
3/18/2020,Hampshire,0,
3/18/2020,Middlesex,100,
3/18/2020,Nantucket,0,
3/18/2020,Norfolk,45,
3/18/2020,Plymouth,5,
3/18/2020,Suffolk,51,
3/18/2020,Unknown,4,
3/18/2020,Worcester,10,
3/19/2020,Barnstable,5,
3/19/2020,Berkshire,18,
3/19/2020,Bristol,6,
3/19/2020,Dukes,0,
3/19/2020,Essex,19,
3/19/2020,Franklin,1,
3/19/2020,Hampden,3,
3/19/2020,Hampshire,1,
3/19/2020,Middlesex,119,
3/19/2020,Nantucket,0,
3/19/2020,Norfolk,52,
3/19/2020,Plymouth,5,
3/19/2020,Suffolk,72,
3/19/2020,Unknown,13,
3/19/2020,Worcester,14,
3/20/2020,Barnstable,9,
3/20/2020,Berkshire,20,
3/20/2020,Bristol,6,
3/20/2020,Dukes,0,
3/20/2020,Essex,29,
3/20/2020,Franklin,1,
3/20/2020,Hampden,3,
3/20/2020,Hampshire,2,
3/20/2020,Middlesex,144,
3/20/2020,Nantucket,0,
3/20/2020,Norfolk,64,
3/20/2020,Plymouth,11,
3/20/2020,Suffolk,86,
3/20/2020,Unknown,19,
3/20/2020,Worcester,19,
3/21/2020,Barnstable,11,
3/21/2020,Berkshire,21,
3/21/2020,Bristol,14,
3/21/2020,Dukes,1,
3/21/2020,Essex,41,
3/21/2020,Franklin,2,
3/21/2020,Hampden,9,
3/21/2020,Hampshire,2,
3/21/2020,Middlesex,177,
3/21/2020,Nantucket,0,
3/21/2020,Norfolk,69,
3/21/2020,Plymouth,20,
3/21/2020,Suffolk,108,
3/21/2020,Unknown,26,
3/21/2020,Worcester,24,
3/22/2020,Barnstable,24,
3/22/2020,Berkshire,23,
3/22/2020,Bristol,24,
3/22/2020,Dukes,1,
3/22/2020,Essex,60,
3/22/2020,Franklin,2,
3/22/2020,Hampden,12,
3/22/2020,Hampshire,4,
3/22/2020,Middlesex,199,
3/22/2020,Nantucket,0,
3/22/2020,Norfolk,75,
3/22/2020,Plymouth,25,
3/22/2020,Suffolk,126,
3/22/2020,Unknown,34,
3/22/2020,Worcester,37,
3/23/2020,Barnstable,30,
3/23/2020,Berkshire,26,
3/23/2020,Bristol,25,
3/23/2020,Dukes,1,
3/23/2020,Essex,73,
3/23/2020,Franklin,2,
3/23/2020,Hampden,15,
3/23/2020,Hampshire,6,
3/23/2020,Middlesex,232,
3/23/2020,Nantucket,0,
3/23/2020,Norfolk,82,
3/23/2020,Plymouth,32,
3/23/2020,Suffolk,154,
3/23/2020,Unknown,57,
3/23/2020,Worcester,42,
3/24/2020,Barnstable,40,
3/24/2020,Berkshire,37,
3/24/2020,Bristol,31,
3/24/2020,Dukes,2,
3/24/2020,Essex,118,
3/24/2020,Franklin,5,
3/24/2020,Hampden,24,
3/24/2020,Hampshire,8,
3/24/2020,Middlesex,304,
3/24/2020,Nantucket,0,
3/24/2020,Norfolk,129,
3/24/2020,Plymouth,64,
3/24/2020,Suffolk,234,
3/24/2020,Unknown,90,
3/24/2020,Worcester,73,
3/25/2020,Barnstable,51,
3/25/2020,Berkshire,71,
3/25/2020,Bristol,67,
3/25/2020,Dukes,2,
3/25/2020,Essex,177,
3/25/2020,Franklin,14,
3/25/2020,Hampden,45,
3/25/2020,Hampshire,11,
3/25/2020,Middlesex,446,
3/25/2020,Nantucket,1,
3/25/2020,Norfolk,222,
3/25/2020,Plymouth,101,
3/25/2020,Suffolk,342,
3/25/2020,Unknown,159,
3/25/2020,Worcester,129,
3/26/2020,Barnstable,67,
3/26/2020,Berkshire,73,
3/26/2020,Bristol,90,
3/26/2020,Dukes,3,
3/26/2020,Essex,247,
3/26/2020,Franklin,16,
3/26/2020,Hampden,55,
3/26/2020,Hampshire,17,
3/26/2020,Middlesex,538,
3/26/2020,Nantucket,1,
3/26/2020,Norfolk,292,
3/26/2020,Plymouth,138,
3/26/2020,Suffolk,448,
3/26/2020,Unknown,267,
3/26/2020,Worcester,166,
3/27/2020,Barnstable,100,
3/27/2020,Berkshire,105,
3/27/2020,Bristol,129,
3/27/2020,Dukes,3,
3/27/2020,Essex,350,
3/27/2020,Franklin,24,
3/27/2020,Hampden,90,
3/27/2020,Hampshire,20,
3/27/2020,Middlesex,685,
3/27/2020,Nantucket,2,
3/27/2020,Norfolk,393,
3/27/2020,Plymouth,187,
3/27/2020,Suffolk,631,
3/27/2020,Unknown,303,
3/27/2020,Worcester,219,
3/28/2020,Barnstable,133,
3/28/2020,Berkshire,119,
3/28/2020,Bristol,179,
3/28/2020,Dukes,3,
3/28/2020,Essex,472,
3/28/2020,Franklin,39,
3/28/2020,Hampden,183,
3/28/2020,Hampshire,30,
3/28/2020,Middlesex,842,
3/28/2020,Nantucket,4,
3/28/2020,Norfolk,490,
3/28/2020,Plymouth,272,
3/28/2020,Suffolk,843,
3/28/2020,Unknown,356,
3/28/2020,Worcester,291,
3/29/2020,Barnstable,148,
3/29/2020,Berkshire,151,
3/29/2020,Bristol,208,
3/29/2020,Dukes,4,
3/29/2020,Essex,570,
3/29/2020,Franklin,41,
3/29/2020,Hampden,201,
3/29/2020,Hampshire,37,
3/29/2020,Middlesex,981,
3/29/2020,Nantucket,5,
3/29/2020,Norfolk,548,
3/29/2020,Plymouth,325,
3/29/2020,Suffolk,940,
3/29/2020,Unknown,460,
3/29/2020,Worcester,337,
3/30/2020,Barnstable,173,
3/30/2020,Berkshire,162,
3/30/2020,Bristol,263,
3/30/2020,Dukes,4,
3/30/2020,Essex,653,
3/30/2020,Franklin,49,
3/30/2020,Hampden,255,
3/30/2020,Hampshire,46,
3/30/2020,Middlesex,1141,
3/30/2020,Nantucket,5,
3/30/2020,Norfolk,628,
3/30/2020,Plymouth,380,
3/30/2020,Suffolk,1115,
3/30/2020,Unknown,489,
3/30/2020,Worcester,390,
3/31/2020,Barnstable,191,
3/31/2020,Berkshire,171,
3/31/2020,Bristol,306,
3/31/2020,Dukes,5,
3/31/2020,Essex,784,
3/31/2020,Franklin,61,
3/31/2020,Hampden,354,
3/31/2020,Hampshire,69,
3/31/2020,Middlesex,1340,
3/31/2020,Nantucket,5,
3/31/2020,Norfolk,738,
3/31/2020,Plymouth,459,
3/31/2020,Suffolk,1373,
3/31/2020,Unknown,333,
3/31/2020,Worcester,433,
4/1/2020,Barnstable,255,
4/1/2020,Berkshire,183,
4/1/2020,Bristol,366,
4/1/2020,Dukes,5,
4/1/2020,Essex,885,
4/1/2020,Franklin,72,
4/1/2020,Hampden,475,
4/1/2020,Hampshire,81,
4/1/2020,Middlesex,1582,
4/1/2020,Nantucket,6,
4/1/2020,Norfolk,829,
4/1/2020,Plymouth,561,
4/1/2020,Suffolk,1624,
4/1/2020,Unknown,251,
4/1/2020,Worcester,563,
4/2/2020,Barnstable,283,
4/2/2020,Berkshire,213,
4/2/2020,Bristol,424,
4/2/2020,Dukes,5,
4/2/2020,Essex,1039,
4/2/2020,Franklin,85,
4/2/2020,Hampden,546,
4/2/2020,Hampshire,102,
4/2/2020,Middlesex,1870,
4/2/2020,Nantucket,7,
4/2/2020,Norfolk,938,
4/2/2020,Plymouth,621,
4/2/2020,Suffolk,1896,
4/2/2020,Worcester,667,
4/2/2020,Unknown,270,
4/3/2020,Barnstable,314,
4/3/2020,Berkshire,240,
4/3/2020,Bristol,517,
4/3/2020,Dukes,7,
4/3/2020,Essex,1238,
4/3/2020,Franklin,89,
4/3/2020,Hampden,661,
4/3/2020,Hampshire,114,
4/3/2020,Middlesex,2202,
4/3/2020,Nantucket,9,
4/3/2020,Norfolk,1045,
4/3/2020,Plymouth,745,
4/3/2020,Suffolk,2183,
4/3/2020,Worcester,825,
4/3/2020,Unknown,213,
4/4/2020,Barnstable,330,
4/4/2020,Berkshire,253,
4/4/2020,Bristol,601,
4/4/2020,Dukes,7,
4/4/2020,Essex,1400,
4/4/2020,Franklin,95,
4/4/2020,Hampden,733,
4/4/2020,Hampshire,125,
4/4/2020,Middlesex,2468,
4/4/2020,Nantucket,9,
4/4/2020,Norfolk,1199,
4/4/2020,Plymouth,898,
4/4/2020,Suffolk,2429,
4/4/2020,Worcester,915,
4/4/2020,Unknown,274,
4/5/2020,Barnstable,347,
4/5/2020,Berkshire,258,
4/5/2020,Bristol,659,
4/5/2020,Dukes,8,
4/5/2020,Essex,1506,
4/5/2020,Franklin,100,
4/5/2020,Hampden,768,
4/5/2020,Hampshire,128,
4/5/2020,Middlesex,2632,
4/5/2020,Nantucket,9,
4/5/2020,Norfolk,1271,
4/5/2020,Plymouth,963,
4/5/2020,Suffolk,2658,
4/5/2020,Worcester,978,
4/5/2020,Unknown,215,
4/6/2020,Barnstable,383,
4/6/2020,Berkshire,268,
4/6/2020,Bristol,722,
4/6/2020,Dukes,8,
4/6/2020,Essex,1653,
4/6/2020,Franklin,107,
4/6/2020,Hampden,889,
4/6/2020,Hampshire,147,
4/6/2020,Middlesex,2950,
4/6/2020,Nantucket,9,
4/6/2020,Norfolk,1382,
4/6/2020,Plymouth,1067,
4/6/2020,Suffolk,2929,
4/6/2020,Worcester,1077,
4/6/2020,Unknown,246,
4/7/2020,Barnstable,405,10
4/7/2020,Berkshire,278,18
4/7/2020,Bristol,768,16
4/7/2020,Dukes,9,
4/7/2020,Essex,1841,37
4/7/2020,Franklin,118,17
4/7/2020,Hampden,997,56
4/7/2020,Hampshire,158,3
4/7/2020,Middlesex,3187,69
4/7/2020,Nantucket,9,
4/7/2020,Norfolk,1592,36
4/7/2020,Plymouth,1194,25
4/7/2020,Suffolk,3245,42
4/7/2020,Worcester,1172,24
4/7/2020,Unknown,229,2
4/7/2020,Dukes and Nantucket,,1
4/8/2020,Barnstable,423,11
4/8/2020,Berkshire,281,20
4/8/2020,Bristol,835,23
4/8/2020,Dukes,8,
4/8/2020,Essex,2103,52
4/8/2020,Franklin,117,21
4/8/2020,Hampden,1081,64
4/8/2020,Hampshire,164,3
4/8/2020,Middlesex,3545,80
4/8/2020,Nantucket,9,
4/8/2020,Norfolk,1778,42
4/8/2020,Plymouth,1327,32
4/8/2020,Suffolk,3600,50
4/8/2020,Worcester,1296,30
4/8/2020,Unknown,223,4
4/8/2020,Dukes and Nantucket,,1
4/9/2020,Barnstable,444,12
4/9/2020,Berkshire,304,21
4/9/2020,Bristol,994,28
4/9/2020,Dukes,9,
4/9/2020,Essex,2336,61
4/9/2020,Franklin,128,22
4/9/2020,Hampden,1276,81
4/9/2020,Hampshire,177,3
4/9/2020,Middlesex,4045,93
4/9/2020,Nantucket,9,
4/9/2020,Norfolk,2007,52
4/9/2020,Plymouth,1507,38
4/9/2020,Suffolk,4041,56
4/9/2020,Worcester,1461,31
4/9/2020,Unknown,203,4
4/9/2020,Dukes and Nantucket,,1
4/10/2020,Barnstable,464,13
4/10/2020,Berkshire,329,22
4/10/2020,Bristol,1086,33
4/10/2020,Dukes,12,
4/10/2020,Essex,2670,80
4/10/2020,Franklin,135,22
4/10/2020,Hampden,1394,88
4/10/2020,Hampshire,194,4
4/10/2020,Middlesex,4447,109
4/10/2020,Nantucket,9,
4/10/2020,Norfolk,2216,66
4/10/2020,Plymouth,1677,46
4/10/2020,Suffolk,4534,73
4/10/2020,Worcester,1678,38
4/10/2020,Unknown,129,4
4/10/2020,Dukes and Nantucket,,1
4/11/2020,Barnstable,480,15
4/11/2020,Berkshire,336,22
4/11/2020,Bristol,1191,39
4/11/2020,Dukes,12,
4/11/2020,Essex,2896,92
4/11/2020,Franklin,138,23
4/11/2020,Hampden,1545,94
4/11/2020,Hampshire,204,5
4/11/2020,Middlesex,4872,137
4/11/2020,Nantucket,9,
4/11/2020,Norfolk,2395,81
4/11/2020,Plymouth,1809,50
4/11/2020,Suffolk,4926,81
4/11/2020,Worcester,1822,42
4/11/2020,Unknown,225,4
4/11/2020,Dukes and Nantucket,,1
4/12/2020,Barnstable,501,16
4/12/2020,Berkshire,350,22
4/12/2020,Bristol,1327,43
4/12/2020,Dukes,12,
4/12/2020,Essex,3170,102
4/12/2020,Franklin,143,25
4/12/2020,Hampden,1647,104
4/12/2020,Hampshire,219,6
4/12/2020,Middlesex,5660,149
4/12/2020,Nantucket,9,
4/12/2020,Norfolk,2649,93
4/12/2020,Plymouth,2024,54
4/12/2020,Suffolk,5359,88
4/12/2020,Worcester,2032,49
4/12/2020,Unknown,373,4
4/12/2020,Dukes and Nantucket,,1
4/13/2020,Barnstable,502,17
4/13/2020,Berkshire,355,22
4/13/2020,Bristol,1394,46
4/13/2020,Dukes,12,
4/13/2020,Essex,3413,114
4/13/2020,Franklin,148,25
4/13/2020,Hampden,1694,115
4/13/2020,Hampshire,224,6
4/13/2020,Middlesex,5983,163
4/13/2020,Nantucket,9,
4/13/2020,Norfolk,2838,107
4/13/2020,Plymouth,2141,65
4/13/2020,Suffolk,5579,106
4/13/2020,Worcester,2128,51
4/13/2020,Unknown,447,6
4/13/2020,Dukes and Nantucket,,1
4/14/2020,Barnstable,514,17
4/14/2020,Berkshire,360,23
4/14/2020,Bristol,1435,53
4/14/2020,Dukes,11,
4/14/2020,Essex,3594,126
4/14/2020,Franklin,155,25
4/14/2020,Hampden,1798,134
4/14/2020,Hampshire,233,6
4/14/2020,Middlesex,6254,188
4/14/2020,Nantucket,9,
4/14/2020,Norfolk,2969,125
4/14/2020,Plymouth,2207,76
4/14/2020,Suffolk,5872,120
4/14/2020,Worcester,2246,57
4/14/2020,Unknown,506,6
4/14/2020,Dukes and Nantucket,,1
4/15/2020,Barnstable,530,17
4/15/2020,Berkshire,370,23
4/15/2020,Bristol,1508,55
4/15/2020,Dukes,11,
4/15/2020,Essex,3894,142
4/15/2020,Franklin,160,25
4/15/2020,Hampden,1885,153
4/15/2020,Hampshire,239,6
4/15/2020,Middlesex,6681,227
4/15/2020,Nantucket,9,
4/15/2020,Norfolk,3122,147
4/15/2020,Plymouth,2308,89
4/15/2020,Suffolk,6279,149
4/15/2020,Worcester,2350,72
4/15/2020,Unknown,572,2
4/15/2020,Dukes and Nantucket,,1
4/16/2020,Barnstable,550,17
4/16/2020,Berkshire,382,25
4/16/2020,Bristol,1605,62
4/16/2020,Dukes,12,
4/16/2020,Essex,4245,161
4/16/2020,Franklin,170,25
4/16/2020,Hampden,1985,163
4/16/2020,Hampshire,248,6
4/16/2020,Middlesex,7206,264
4/16/2020,Nantucket,9,
4/16/2020,Norfolk,3342,173
4/16/2020,Plymouth,2466,93
4/16/2020,Suffolk,6820,169
4/16/2020,Worcester,2503,82
4/16/2020,Unknown,638,4
4/16/2020,Dukes and Nantucket,,1
4/17/2020,Barnstable,573,19
4/17/2020,Berkshire,383,25
4/17/2020,Bristol,1659,74
4/17/2020,Dukes,12,
4/17/2020,Essex,4584,180
4/17/2020,Franklin,173,25
4/17/2020,Hampden,2134,183
4/17/2020,Hampshire,258,7
4/17/2020,Middlesex,7744,300
4/17/2020,Nantucket,9,
4/17/2020,Norfolk,3499,194
4/17/2020,Plymouth,2577,104
4/17/2020,Suffolk,7272,194
4/17/2020,Worcester,2765,90
4/17/2020,Unknown,760,8
4/17/2020,Dukes and Nantucket,,1
4/18/2020,Barnstable,590,20
4/18/2020,Berkshire,385,26
4/18/2020,Bristol,1698,81
4/18/2020,Dukes,14,
4/18/2020,Essex,4914,196
4/18/2020,Franklin,177,25
4/18/2020,Hampden,2254,201
4/18/2020,Hampshire,306,8
4/18/2020,Middlesex,8297,341
4/18/2020,Nantucket,9,
4/18/2020,Norfolk,3659,214
4/18/2020,Plymouth,2688,121
4/18/2020,Suffolk,7696,218
4/18/2020,Worcester,2952,100
4/18/2020,Unknown,733,8
4/18/2020,Dukes and Nantucket,,1
4/19/2020,Barnstable,632,21
4/19/2020,Berkshire,387,28
4/19/2020,Bristol,1731,85
4/19/2020,Dukes,14,
4/19/2020,Essex,5153,211
4/19/2020,Franklin,181,26
4/19/2020,Hampden,2337,211
4/19/2020,Hampshire,317,8
4/19/2020,Middlesex,8737,381
4/19/2020,Nantucket,9,
4/19/2020,Norfolk,3789,241
4/19/2020,Plymouth,2832,130
4/19/2020,Suffolk,8074,244
4/19/2020,Worcester,3069,111
4/19/2020,Unknown,815,8
4/19/2020,Dukes and Nantucket,,1
4/20/2020,Barnstable,664,21
4/20/2020,Berkshire,387,28
4/20/2020,Bristol,1779,88
4/20/2020,Dukes,14,
4/20/2020,Essex,5296,225
4/20/2020,Franklin,187,26
4/20/2020,Hampden,2438,224
4/20/2020,Hampshire,332,9
4/20/2020,Middlesex,9253,402
4/20/2020,Nantucket,9,
4/20/2020,Norfolk,3960,263
4/20/2020,Plymouth,2976,134
4/20/2020,Suffolk,8314,263
4/20/2020,Worcester,3179,117
4/20/2020,Unknown,855,8
4/20/2020,Dukes and Nantucket,,1
4/21/2020,Barnstable,672,22
4/21/2020,Berkshire,404,29
4/21/2020,Bristol,1852,96
4/21/2020,Dukes,14,
4/21/2020,Essex,5521,245
4/21/2020,Franklin,192,29
4/21/2020,Hampden,2533,244
4/21/2020,Hampshire,337,10
4/21/2020,Middlesex,9621,428
4/21/2020,Nantucket,9,
4/21/2020,Norfolk,4062,290
4/21/2020,Plymouth,3043,141
4/21/2020,Suffolk,8669,285
4/21/2020,Worcester,3341,133
4/21/2020,Unknown,929,8
4/21/2020,Dukes and Nantucket,,1
4/22/2020,Barnstable,678,27
4/22/2020,Berkshire,404,31
4/22/2020,Bristol,1908,104
4/22/2020,Dukes,14,
4/22/2020,Essex,5783,271
4/22/2020,Franklin,196,30
4/22/2020,Hampden,2678,271
4/22/2020,Hampshire,345,14
4/22/2020,Middlesex,10094,494
4/22/2020,Nantucket,9,
4/22/2020,Norfolk,4212,312
4/22/2020,Plymouth,3253,157
4/22/2020,Suffolk,9060,318
4/22/2020,Worcester,3456,143
4/22/2020,Unknown,854,9
4/22/2020,Dukes and Nantucket,,1
4/23/2020,Barnstable,708,28
4/23/2020,Berkshire,418,31
4/23/2020,Bristol,2181,109
4/23/2020,Dukes,14,
4/23/2020,Essex,6219,292
4/23/2020,Franklin,203,30
4/23/2020,Hampden,2836,287
4/23/2020,Hampshire,367,15
4/23/2020,Middlesex,10724,545
4/23/2020,Nantucket,9,
4/23/2020,Norfolk,4541,335
4/23/2020,Plymouth,3529,176
4/23/2020,Suffolk,9739,346
4/23/2020,Worcester,3798,155
4/23/2020,Unknown,737,10
4/23/2020,Dukes and Nantucket,,1
4/24/2020,Barnstable,747,32
4/24/2020,Berkshire,425,31
4/24/2020,Bristol,2697,126
4/24/2020,Dukes,15,
4/24/2020,Essex,6841,319
4/24/2020,Franklin,217,31
4/24/2020,Hampden,3060,299
4/24/2020,Hampshire,396,17
4/24/2020,Middlesex,11681,585
4/24/2020,Nantucket,9,
4/24/2020,Norfolk,4979,368
4/24/2020,Plymouth,4160,197
4/24/2020,Suffolk,10724,372
4/24/2020,Worcester,4227,166
4/24/2020,Unknown,791,12
4/24/2020,Dukes and Nantucket,,1
4/25/2020,Barnstable,756,37
4/25/2020,Berkshire,425,31
4/25/2020,Bristol,2829,130
4/25/2020,Dukes,15,
4/25/2020,Essex,7212,336
4/25/2020,Franklin,225,32
4/25/2020,Hampden,3229,315
4/25/2020,Hampshire,412,20
4/25/2020,Middlesex,12253,629
4/25/2020,Nantucket,9,
4/25/2020,Norfolk,5172,400
4/25/2020,Plymouth,4380,212
4/25/2020,Suffolk,11218,391
4/25/2020,Worcester,4460,183
4/25/2020,Unknown,753,13
4/25/2020,Dukes and Nantucket,,1
4/26/2020,Barnstable,772,37
4/26/2020,Berkshire,428,31
4/26/2020,Bristol,2923,134
4/26/2020,Dukes,15,
4/26/2020,Essex,7489,350
4/26/2020,Franklin,226,33
4/26/2020,Hampden,3295,327
